tweet_hash,full_tweet_text
8257daecf3518372fb8cac31e4594235,"@Maddux4163 My sentiments exactly!  What a hoax, climate change."
4e3eafefa6d3f3c4567765198463e6fe,"Years of environmental activism led decisions are the cause of these fires but you liberals have your heads to far up your arse to see it.
Clear the underbrush 🤦🏻‍♂️
The environmental activists are literally causing environmental disasters #LiberalHypocrisy https://t.co/VpuBfXSOtZ"
5ea31da9a0999f2c506b1ea620b089fd,"@JustinTrudeau @theJagmeetSingh @AndreaHorwath @TOforFuture @FridayForFuture @antonioguterres As a #Canadian, #voter,#taxpayer and human, I demand aggressive #ClimateActionNow from political leaders at every level. Stop #plasticpollution. Show me urgent #ClimateAction. #cdnpoli"
a761d53d6e4719dc63f7f422065cfd70,David Attenborough Blamed For Epidemic Of Eco Anxiety Among Young People. A new video documenting Sir David Attenborough’s inaccurate claims about climate change and Arctic wildlife blames his apocalyptic language and misleading narrative for eco anxiety.. https://t.co/jCc3faCSiV https://t.co/Mt3ZnYV8dJ
aef94820abc7b97771e23e6608a7967d,"Oh, yes. And if we lose many more bee colonies, due to fire or disease or insecticides, the results will be devastating on the global food chain. One thing affects another on planet earth."
1a2ae7ab778257304dff1f8cd64e030e,Investigation: African migrants 'left to die' in #SaudiArabia’s hellish Covid detention centres  https://t.co/O1GaHM7COu
f95e0c8c2b41555dd240b99a9321ccf9,"@FFF_Sweden @GretaThunberg @FFF_Falun @FFF_goteborg @fffMalmo @FFFBovallstrand @Fridays4future Greta, i många länder kommer nu en andra våg av Covid-19 smitta. OBS! Så du måste med mycket kort varsel rekommendera, att fysiska FFF-demon ställs in eller skjuts upp, när det verkar för farligt att hålla dem! Ansiktsmasker och badringar måste delas ut! Tänk först innan beslut!"
f288ae34dc76683f86bcb3dd2a4c9b90,"Nixon signed this key environmental law. Trump plans to change it to speed up pipelines, highway projects and more. https://t.co/YKz6XKm9GQ"
0d50f3818a8d0df4fb88cfdbc567bb5a,#DeleteFacebook #Fakebook
8c79e4f30ce1bd22b45decb3878a0655,"While I can appreciate the reason for not wanting public transportation having tinted glass (because of crimes committed), we live in a tropical climate, on an island where it's very hot and humid. Now with that said, shouldn't we first try to tackle the primary problem, crime?"
4884d9164a0de95016c1f8aa1e082d83,#BCElection2020 #BCvotes2020 #VancouverLangara #bcndp #BCelxn2020 #bcpoli
8704a62b57f083418cbe9d410db3c4b3,#cancelexamscusat cancel sem exam https://t.co/RllEX6Vqh2
78f05e3f3634bbbe495e371285bbd40e,"@TheEllenShow @GretaThunberg Pasta lover Ellen ,,, I agree ,,,,,and we should start with you, lock you up and throw the keys away.
That will change our world to better place."
2519b95bd1e6ea9ac2146b00a232a7c5,"@solarpapst @AndiScheuer @peteraltmaier @CKemfert @GretaThunberg @EEnergiewende @BMWi_Bund @franzalt @TerliWetter @EV_Stevee @e_Mobilitaet @eautonews Deutschland hinkt seit Jahren in JEDEM Bereich hinterher, dank unserer Lobby-gesteuerten Regierung."
c655991a9c64d7bcc6b1fdf886058a92,"‘It’s a sea change’: How climate went from the back burner to a central issue in this year’s debates- Kevin McCarthy, who will primarily work with Washington’s defensemen, has been a long-time assistant coach under Peter Laviolette, #LooseWomen Iwobi"
15e9631926797dd120880fea115318f9,@Fereeha @zartajgulwazir Apologised for bieng outright stupid?  A resign would have sufficed clearing way for managing climate change seriously.
b69ce7b050ae7b036628faf6ffcb313e,"@SaraCarterDC At this point I think Most Democrates and Some Republicans should be investigated for an Article 25. Start with the Speaker then Harris who thinks according to the VP Debate Climate Change and Trump have made ""Water Wetter and Fire is Hotter"" ?"
f67a7a25fd5c4c94b7f9b396ea706449,"Mangroves are an important climate solution. Not only are they a powerful carbon sink, but they calm ocean waves as they hit the coast. #Nature #ActOnClimate https://t.co/iGh6TrSHL1"
b01a66b41964de0ea333c3065891e7cd,"@HawleyMO Imagine if Hawley spent as much time working to bring jobs, affordable health care&amp;housing, infrastructure projects and climate crisis leadership to Missouri as he does spewing lies and propaganda for the far right cult."
70e9debafd3bf9b11d25041dd53a88e0,The Little Lobster That Reveals Climate @ https://t.co/yvvCVeqH9x https://t.co/3Kr1k28hn8
98b27f7f31304ac1673f4110f1f1ac33,@charlotteauman1 @GretaThunberg @Fridays4future @vanessa_vash @WakioDorcas @FridayForFuture @AaravSeth888 @saoi4climate @UNCCD @AnnaKernahan @envirodefence @Greenpeace @LicypriyaK 👏🏼👏🏼👏🏼👏🏼
7e62ae7583870369f1b1724d4c927b81,@Not_WillMosley You gon raise a gun at a woman of color in this climate?! 🤢
d095d2d8dc9e156a33ae2571978b801c,Do you know what a metaphor is?
df0c6ca95b5dcfa283aa30f6e18676fa,PIERRE SD Jul 25 Climate: Hi: 100 Lo: 70 Precip: 0.0 Snow: 0.0 https://t.co/ahMG0466Sz
3fca03cb39d9e0641b7e130ab4d763ab,"@boris_farage @SkyNews I personally find it ironic how they go about screaming the ice is melting, thus proving deadly global warming due to all the pollution. Which, Greta Thunberg blames the U.S., but not China? The irony is them finding ancient villages, artifacts, &amp; WWII era planes under that ice."
3752be58c736f865e9d8d06eef029724,"Hace un par de años me quedó claro que el cambio climático nos va a arruinar como especie antes de lo que pensamos. Y desde que empezó la jodida pandemia sigo teniendo claro esto👇

Bill Gates: 'As awful as this pandemic is, climate change could be worse'
https://t.co/KhLXjX6PS3"
13f327c909301293f2a07e41d3a51627,"🇪🇨#エクアドル「アマゾンを破壊する石油産業に融資する欧州銀行群」
なんとまあ先住民の抗議の中、北欧ヘッジファンドがブラジルに圧力かけてる時代に銀行は破壊を支援と。
銀行は解体やな。
ちなみに　ING, Credit Suisse, Natixis, BNP Paribas, UBS and Rabobank
https://t.co/fDaQ2RmNj0"
da4b8010ccb5863bf68e5a9c7332e28f,"If you've ever wondered what @Fairtradeuk does to tackle the #ClimateCrisis, here's a quick introduction: https://t.co/7B60mwUaMa"
dac729e514e913a0613bec604ad2e1f1,"Speaker Nancy Pelosi links raging wildfires to hurricane that hit Gulf Coast last month: ""I mention these in the same context because climate change, the climate crisis, is directly related to both of them."" https://t.co/vMAfXSfkG6 https://t.co/rTiUzrVLhN"
49180817bba8289a6d7b3a699975ff56,@ismailKayaaslan @NeffButz @GretaThunberg Gute Propaganda
0e2751fe0a4728edbd3700af7e237ce0,"A6. In thinking about my own experience, social and academic support, representation, access to resources, and a healthy and safe campus climate #HBCUeffect"
0079208f3e7412f3cb328988069d9b43,"@oliveoyl79 @hardliner @theage The irreversible damage to the climate as we know it - more floods, longer fire season, more violent storms, etc"
22062e31ded874477aa48daa00e4c4f0,@Daze_d4ze Not only climate change
95b004fb2fc60fe1ce78f6d1b2d01948,SANFORD Aug 1 Climate: Hi: 95 Lo: 78 Precip: 0.0 Snow: 0.0 https://t.co/CWA9s3zIaz
cd0d73f390308513b8009da1e4e9c6cc,"@NickFeik Maybe even he knows his and his government's shameful lying on climate change will be, gee, unfashionable over there. Not that he cares. Just wants the job."
f71f19649c6b417c47d575ffe2abf7f7,@IFAD Training on climate change mitigation and adaptation
30ef93984759fe055aa7eb8b7ea4f22f,"Still Orange...

But l👀k who it is👇👇👇👇🤪🤪🤪 https://t.co/EJqEioMJYz"
bb56dd96668a35b63967afc05f5738cc,@GretaThunberg POINT IS....  if the funding exists... then we can do anything... change anything... within reason.....   https://t.co/DAqnGndBmO   --- THIS IS HOW WE FUND THE GREEN NEW AGE... A NEW AGE OF PROSPERITY....   and clean up the planet!!!
824d07e9aa49d6fc23e745053b4d0fec,#TrumpFascism
388212a15d0078152ecfe63698772662,Russia's Laptev Sea Should Have Started to Freeze by Now https://t.co/sGh0aKPEXQ #Science/Environment #climatechange #EarthScience #Science
